-1012604824,153.0,13.475000000000001,3.1950000000000003
-1012604827#2,2.0,6.965,0.1075
-10300180#2,105.0,13.695,2.185
-1084193495,28.0,10.317499999999999,0.5675
-1087199952#1,26.0,13.5425,0.55
-1087467966,35.0,13.6975,0.795
-108965116,47.0,13.81,1.2275
-109507186#1,103.0,13.559999999999999,2.1325
-1099726325,2.0,7.220000000000001,0.04
-1104055507,71.0,13.475000000000001,1.815
-1180057411,0.0,0.0,0.0
-1191368771,6.0,14.262500000000001,0.17500000000000002
-1193617512,190.0,13.01,3.96
-1193766736,53.0,13.42,1.145
-1199234577,174.0,13.5725,3.5949999999999998
-1201709788,27.0,13.5175,0.5549999999999999
-1201709792,77.0,13.447500000000002,1.6
-120424453#1,247.0,13.330000000000002,5.21
-120424462#1,246.0,13.370000000000001,5.210000000000001
-123147244#2,24.0,10.15,0.495
-123147255#1,4.0,10.525,0.08
-129375448#2,111.0,13.565,2.335
-1328177418#1,61.0,13.5075,1.24
-1328177419#1,61.0,13.525,1.2375
-142419917#1,193.0,13.54,4.0275
-142491877,41.0,13.6675,0.9100000000000001
-1425303963,2.0,7.220000000000001,0.04
-14315032,7.0,10.3075,0.14
-144005341,32.0,13.7275,0.6525
-144337552,106.0,13.427499999999998,2.2275
-14888447,240.0,13.5075,5.007499999999999
-14888449#2,99.0,13.674999999999999,2.0925
-153319185,73.0,13.6875,1.565
-16233355,91.0,19.1675,1.355
-17103618,89.0,13.63,1.8575
-173530593#3,188.0,13.6425,3.8949999999999996
-18817721,29.0,13.4,0.735
-222568385#2,160.0,13.82,3.26
-237190956#1,253.0,13.690000000000001,5.147499999999999
-237190957#3,251.0,13.747499999999999,5.155
-23978732#2,0.0,0.0,0.0
-23978747,33.0,13.620000000000001,0.6799999999999999
-23978799#2,72.0,13.8325,1.4675
-23978809,39.0,13.940000000000001,0.8225
-241074258,193.0,13.23,3.995
-241074261,108.0,13.525,2.2975
-241074262#2,108.0,13.5275,2.2275
-241074268#2,137.0,13.059999999999999,2.8525
-241074269,73.0,13.372499999999999,1.515
-24819641#3,53.0,13.73,1.1199999999999999
-24898685,34.0,13.77,0.685
-25607735#2,73.0,13.8125,1.5075
-25610550#2,193.0,13.1925,4.032500000000001
-25626576#1,0.0,0.0,0.0
-259882548#2,65.0,13.0775,1.755
-26133642#2,33.0,13.622499999999999,0.6799999999999999
-261601144,35.0,13.620000000000001,0.7025
-261601146#2,36.0,13.9225,0.8
-261601147,23.0,9.97,0.565
-261601151,35.0,13.809999999999999,0.8049999999999999
-261601153#1,43.0,13.884999999999998,0.885
-261603746#2,4.0,10.525,0.08
-261603748#2,26.0,13.3625,0.735
-261604624#2,77.0,13.467500000000001,1.5975000000000001
