-1012604824,174.0,13.622499999999999,3.6
-1012604827#2,3.0,10.455,0.12
-10300180#2,108.0,14.055,2.18
-1084193495,35.0,10.215,0.715
-1087199952#1,36.0,13.23,0.755
-1087467966,34.0,13.3625,0.9125
-108965116,57.0,13.545,1.53
-109507186#1,130.0,13.952499999999999,2.6774999999999998
-1099726325,1.0,3.37,0.02
-1104055507,83.0,13.350000000000001,1.975
-1180057411,0.0,0.0,0.0
-1191368771,5.0,10.145,0.1425
-1193617512,230.0,13.4075,4.83
-1193766736,60.0,14.06,1.2075
-1199234577,229.0,13.557500000000001,4.8
-1201709788,32.0,10.285,0.6475
-1201709792,85.0,13.4775,1.7399999999999998
-120424453#1,300.0,13.2025,6.39
-120424462#1,301.0,13.3,6.335000000000001
-123147244#2,31.0,10.265,0.6275
-123147255#1,6.0,10.98,0.115
-129375448#2,140.0,13.5575,2.9050000000000002
-1328177418#1,64.0,13.737499999999999,1.2975
-1328177419#1,64.0,13.795,1.295
-142419917#1,246.0,13.5875,5.155
-142491877,45.0,13.455,1.06
-1425303963,1.0,3.37,0.02
-14315032,5.0,6.795,0.10250000000000001
-144005341,39.0,13.57,0.79
-144337552,131.0,13.805,2.6900000000000004
-14888447,292.0,13.3925,6.202499999999999
-14888449#2,131.0,14.075,2.73
-153319185,89.0,13.842500000000001,1.8824999999999998
-16233355,108.0,18.955,1.6400000000000001
-17103618,115.0,13.490000000000002,2.435
-173530593#3,229.0,13.5475,4.7625
-18817721,24.0,12.807500000000001,0.8049999999999999
-222568385#2,180.0,13.879999999999999,3.6425
-237190956#1,272.0,13.7675,5.5125
-237190957#3,272.0,13.780000000000001,5.585000000000001
-23978732#2,0.0,0.0,0.0
-23978747,36.0,13.585,0.7350000000000001
-23978799#2,90.0,13.9275,1.8625
-23978809,55.0,13.635,1.1725
-241074258,234.0,13.5875,4.869999999999999
-241074261,140.0,13.510000000000002,2.965
-241074262#2,140.0,13.522499999999999,2.86
-241074268#2,172.0,13.72,3.54
-241074269,94.0,13.715,1.915
-24819641#3,63.0,13.9175,1.27
-24898685,43.0,13.7575,0.865
-25607735#2,85.0,13.6475,1.7325000000000002
-25610550#2,236.0,13.54,4.9
-25626576#1,1.0,3.6575,0.02
-259882548#2,80.0,13.64,1.85
-26133642#2,36.0,13.585,0.7350000000000001
-261601144,50.0,13.492500000000001,1.0474999999999999
-261601146#2,52.0,13.7675,1.1775
-261601147,24.0,10.475,0.6275
-261601151,33.0,13.14,0.7925
-261601153#1,54.0,13.22,1.13
-261603746#2,6.0,10.9775,0.115
-261603748#2,24.0,13.0775,0.585
-261604624#2,85.0,13.4875,1.75
-261736473#1,160.0,13.6275,3.2975000000000003
-26180560,267.0,13.765,5.4075
-262279465,283.0,13.752500000000001,5.7125
-262279466#2,283.0,13.42,5.8525
-263433049#2,270.0,13.385,5.6525
-27627119,179.0,13.747499999999999,3.74
-27653255#2,212.0,13.520000000000001,4.53
-28407871,36.0,13.585,0.7350000000000001
-28407872#1,29.0,13.5425,0.5925
-28407873,38.0,13.502500000000001,0.8674999999999999
-28407874,0.0,0.0,0.0
-29211151#2,252.0,12.927499999999998,5.525
-30412259#2,10.0,10.38,0.2
-31270549#2,85.0,13.504999999999999,1.75
-31270550#2,290.0,13.045000000000002,6.155
-31270555#1,57.0,13.769999999999998,1.145
-31458904#2,84.0,13.54,1.7225000000000001
-31574237,283.0,13.7,5.7675
-31825045#2,68.0,13.857499999999998,1.58
-319622469,234.0,13.1825,5.01
-32721738#1,294.0,12.8725,6.4925
-32721739,287.0,12.975,6.362500000000001
-32896102,96.0,13.84,2.0549999999999997
-32952316,270.0,13.705,5.5024999999999995
-329956741,64.0,13.709999999999999,1.6725
-329962300,291.0,13.1725,6.1125
-329965668#2,68.0,13.6825,1.74
-330102539#3,148.0,13.649999999999999,3.11
-330133127#2,140.0,13.555,2.96
-33523613#1,74.0,13.72,1.5150000000000001
-33628871#1,152.0,13.5075,3.1025
-33819457,0.0,0.0,0.0
-344242780#2,289.0,12.955,6.245
-36003383#1,69.0,18.9075,1.04
-369084441#1,283.0,12.757499999999999,6.225
-369084443#2,379.0,13.015,8.085
-369312516,290.0,13.3825,6.012499999999999
-369715039,130.0,13.8675,2.8075
-369945341#1,103.0,13.607499999999998,2.1075
-370439008,388.0,4.9799999999999995,24.8525
-370439010,379.0,12.005,8.86
-372613192#2,130.0,13.9,2.6875
-37374044,64.0,13.9775,1.275
-378655055#1,126.0,13.5775,2.655
-4017600,271.0,13.515,5.615
-4017601,224.0,13.145,4.8225
-407500703#2,57.0,13.627500000000001,1.155
-407500705#2,45.0,13.38,0.9075
-411043307,224.0,13.41,4.685
-411043309#2,225.0,13.55,4.6325
-411579684#2,254.0,13.43,5.2875
-411582351,245.0,13.567499999999999,5.115
-411770450,55.0,13.8325,1.15
-411770451,54.0,13.5325,1.23
-412150080#2,28.0,10.5675,0.5575
-412150085#1,90.0,13.887500000000001,1.795
-414625118,57.0,13.784999999999998,1.145
-414625119,57.0,13.792499999999999,1.1425
-420119507#2,36.0,13.5825,0.7350000000000001
-420260799,54.0,13.3425,1.1224999999999998
-420260805,43.0,13.642499999999998,0.96
-420298437,257.0,13.55,5.3075
-420300229#2,256.0,13.4725,5.3
-422241948#1,223.0,13.3575,4.6925
-429299863#2,176.0,13.387500000000001,3.7025000000000006
-431603662#2,21.0,13.094999999999999,0.44
-4443744#2,32.0,10.3425,0.635
-4443746#2,35.0,13.0625,0.7375
-4443747#1,36.0,13.585,0.7350000000000001
-4444685#2,65.0,13.930000000000001,1.3025
-46835310#2,229.0,13.682500000000001,4.695
-478516443,126.0,13.71,2.6350000000000002
-478516445,129.0,13.645,2.6575
-488338802,81.0,13.785,1.7125000000000001
-4923656,0.0,0.0,0.0
-4923955#1,229.0,13.6425,4.775
-4928833#4,8.0,13.1925,0.21
-4964411,256.0,13.54,5.3
-4992149#2,188.0,13.155000000000001,4.0225
-507049304#1,298.0,12.942499999999999,6.4775
-520819516#1,36.0,10.2025,0.7350000000000001
-520819517,36.0,10.215,0.7350000000000001
-520885098,36.0,13.9325,0.7175
-523037727,119.0,13.5425,2.5124999999999997
-546342017,247.0,13.6175,5.1225
-546398680,6.0,10.9775,0.115
-548185940,49.0,13.9475,1.055
-568582017,43.0,18.939999999999998,0.6325000000000001
-608127843,61.0,13.9575,1.2
-610027401,50.0,8.012500000000001,3.585
-610041098#1,89.0,13.684999999999999,2.0
-675512897,28.0,10.46,0.6000000000000001
-691705934,391.0,13.285,8.1325
-695652364,283.0,13.432500000000001,5.8425
-709811298,6.0,10.3,0.205
-75095612#2,50.0,13.57,1.125
-75356687,140.0,13.5675,2.895
-784589965#1,119.0,13.7625,2.5925000000000002
-78500971,257.0,13.544999999999998,5.3125
-8070322,17.0,14.204999999999998,0.33499999999999996
-8081883,18.0,14.0725,0.47250000000000003
-8081892,109.0,18.73,1.665
-8111293#3,7.0,12.9275,0.2575
-860287352,102.0,13.585,2.0949999999999998
